sourceSpu,category,field,source,value,status,missing_handling,active,stage
202426107129,羽绒服,配饰版卖点6,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,文胸无尺码,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,婴童内着详情页,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否婴童,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,幼童90-130牛仔选,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,文胸图标,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,25服装母婴标准,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25服装尺码推荐,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25鞋子模板类型,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,25鞋子尺码表,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,25实拍文案,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,楦型,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,主图1,copywriting,两件套,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,主图2,copywriting,两件套,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,主图4文案1,copywriting,仿棉平纹烫膜,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,主图4文案2,copywriting,"防泼水功能
温暖两件套",valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,主图4样式,derived,主图4样式225,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25产品名称,copywriting,缺吊牌,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25面料成分,copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25服装面料文案,copywriting,仿棉平纹烫膜-防泼水功能，拼接奥粒绒，穿着舒适保暖*防泼水-保暖-舒适,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25柔软指数,copywriting,适中,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25厚薄指数,copywriting,适中,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25弹力指数,copywriting,无弹,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25版型指数,copywriting,合体,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25服装质检标题,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25服饰细节文案,copywriting,连帽设计，防风护颈*拉链口袋，实用美观*反光印花，夜间更安全*顺滑拉链，穿脱方便,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,25服饰吊牌样式,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,balaone仅专供新品勾选,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,羽绒服洗涤说明,derived,羽绒服洗涤说明,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,详情页AI标注,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,单色平台AI标,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,多色平台AI,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,奥特曼IP,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,婴童A标,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版棒球帽,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,水杯说明,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,PLM量点冲突,skip,{},invalid,plm_measurements_conflict:肩宽|140cm;肩宽|150cm;肩宽|160cm;肩宽|165cm;肩宽|170cm;肩宽|175cm;肩宽|180cm;全胸围（夹下1CM|140cm;全胸围（夹下1CM|150cm;全胸围（夹下1CM|160cm;全胸围（夹下1CM|165cm;全胸围（夹下1CM|170cm;全胸围（夹下1CM|175cm;全胸围（夹下1CM|180cm;下摆全围平量|140cm;下摆全围平量|150cm;下摆全围平量|160cm;下摆全围平量|165cm;下摆全围平量|170cm;下摆全围平量|175cm;下摆全围平量|180cm;领围（全围，不量拉链|140cm;领围（全围，不量拉链|150cm;领围（全围，不量拉链|160cm;领围（全围，不量拉链|165cm;领围（全围，不量拉链|170cm;领围（全围，不量拉链|175cm;领围（全围，不量拉链|180cm;前胸花肩缝顶点垂直|140cm;前胸花肩缝顶点垂直|150cm;前胸花肩缝顶点垂直|160cm;前胸花肩缝顶点垂直|165cm;前胸花肩缝顶点垂直|170cm;前胸花肩缝顶点垂直|175cm;前胸花肩缝顶点垂直|180cm;前胸花距门襟边|140cm;前胸花距门襟边|150cm;前胸花距门襟边|160cm;前胸花距门襟边|165cm;前胸花距门襟边|170cm;前胸花距门襟边|175cm;前胸花距门襟边|180cm,True,local assemble; create/full-update gate
202426108035,长裤,颜色,derived,"浅灰,牛仔浅灰28201",valid,,True,local assemble; create/full-update gate
202426108035,长裤,尺码,mdm,175cm;170cm;165cm;160cm;150cm;140cm,valid,,True,local assemble; create/full-update gate
202426108035,长裤,尺码表,derived,"{""title"": ""尺码,裤长,腰围,臀围,脚口,身高,体重"", ""140cm"": ""140,82,55,80,46.4,140,31"", ""150cm"": ""150,89,58,85,48.8,150,37"", ""160cm"": ""160,96,61,90,51.2,160,45"", ""165cm"": ""165,99,63.5,94,53.6,165,52.5"", ""170cm"": ""170,102,66,98,56,170,57.5"", ""175cm"": ""175,105,68.5,102,58.4,175,62.5""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,多平台尺码,derived,"{""title"": ""天猫,京东,拼多多,微信视频小店,小红书,快手"", ""140cm"": "",140,,,,"", ""150cm"": "",150,,,,"", ""160cm"": "",160,,,,"", ""165cm"": "",165,,,,"", ""170cm"": "",170,,,,"", ""175cm"": "",175,,,,""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会尺码表,derived,"{""title"": ""号型,适合年龄,身高,腰围,臀围,裤长,体重"", ""140cm"": ""140/55,8-11岁,140,55,80,82,31"", ""150cm"": ""150/61,11-13岁,150,58,85,89,37"", ""160cm"": ""160/64A,13-14岁,160,61,90,96,45"", ""165cm"": ""165/68A,14-15岁,165,63.5,94,99,52.5"", ""170cm"": ""170/72A,15-16岁,170,66,98,102,57.5"", ""175cm"": ""175/76A,16-17岁,175,68.5,102,105,62.5""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音尺码表,derived,"{""title"": ""身高(cm),体重(斤),腰围(cm),臀围(cm),裤长(cm)"", ""140cm"": ""140,62,55,80,82"", ""150cm"": ""150,74,58,85,89"", ""160cm"": ""160,90,61,90,96"", ""165cm"": ""165,105,63.5,94,99"", ""170cm"": ""170,115,66,98,102"", ""175cm"": ""175,125,68.5,102,105""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,天猫尺码表,derived,"{""title"": ""身高,体重,腰围,臀围,裤长"", ""140cm"": ""140,31,55,80,82"", ""150cm"": ""150,37,58,85,89"", ""160cm"": ""160,45,61,90,96"", ""165cm"": ""165,52.5,63.5,94,99"", ""170cm"": ""170,57.5,66,98,102"", ""175cm"": ""175,62.5,68.5,102,105""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,淘宝尺码表,derived,"{""title"": ""身高,体重,腰围,臀围,裤长"", ""140cm"": ""140,31,55,80,82"", ""150cm"": ""150,37,58,85,89"", ""160cm"": ""160,45,61,90,96"", ""165cm"": ""165,52.5,63.5,94,99"", ""170cm"": ""170,57.5,66,98,102"", ""175cm"": ""175,62.5,68.5,102,105""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,好衣库尺码表,derived,"{""title"": ""身高(cm),体重(kg),腰围(cm),臀围(cm),裤长(cm)"", ""140cm"": ""140,31,55,80,82"", ""150cm"": ""150,37,58,85,89"", ""160cm"": ""160,45,61,90,96"", ""165cm"": ""165,52.5,63.5,94,99"", ""170cm"": ""170,57.5,66,98,102"", ""175cm"": ""175,62.5,68.5,102,105""}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,商家SKU,derived,"{""title"": ""价格,货号,上市时间,数量,商家编码,条形码,零售价,供货价,唯品会货号,唯品会条形码,京东价,划线价,拼多多单买价,拼多多团购价,天猫特卖折扣价,天猫特卖专柜价,采购价,京东自营市场价,有赞标准价,有赞价格,原价,小红书市场价,抖音结算价格,抖音价,快手价,爱库存供货价,爱库存最低价,好衣库结算价,好衣库供货价,好衣库价,好衣库原价,微信视频小店价格,单品货号,1688件重尺-重(g),小红书商家编码,天猫SKU搜索标题"", ""牛仔浅灰28201"": {""175cm"": ""359.9,202426108035,2026-09,0,6914678680409,,359.9,359.9,20242610803528201,6914678680409,359.9,359.9,358.9,357.9,359.9,359.9,359.9,359.9,359.9,,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,,6914678680409,1000,20242610803528201175,巴拉巴拉童装女童牛仔裤儿童裤子"", ""170cm"": ""359.9,202426108035,2026-09,0,6914678680393,,359.9,359.9,20242610803528201,6914678680393,359.9,359.9,358.9,357.9,359.9,359.9,359.9,359.9,359.9,,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,,6914678680393,1000,20242610803528201170,巴拉巴拉童装女童牛仔裤儿童裤子"", ""165cm"": ""359.9,202426108035,2026-09,0,6914678680386,,359.9,359.9,20242610803528201,6914678680386,359.9,359.9,358.9,357.9,359.9,359.9,359.9,359.9,359.9,,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,,6914678680386,1000,20242610803528201165,巴拉巴拉童装女童牛仔裤儿童裤子"", ""160cm"": ""359.9,202426108035,2026-09,0,6914678680379,,359.9,359.9,20242610803528201,6914678680379,359.9,359.9,358.9,357.9,359.9,359.9,359.9,359.9,359.9,,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,,6914678680379,1000,20242610803528201160,巴拉巴拉童装女童牛仔裤儿童裤子"", ""150cm"": ""359.9,202426108035,2026-09,0,6914678680362,,359.9,359.9,20242610803528201,6914678680362,359.9,359.9,358.9,357.9,359.9,359.9,359.9,359.9,359.9,,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,,6914678680362,1000,20242610803528201150,巴拉巴拉童装女童牛仔裤儿童裤子"", ""140cm"": ""359.9,202426108035,2026-09,0,6914678680355,,359.9,359.9,20242610803528201,6914678680355,359.9,359.9,358.9,357.9,359.9,359.9,359.9,359.9,359.9,,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,359.9,,6914678680355,1000,20242610803528201140,巴拉巴拉童装女童牛仔裤儿童裤子""}}",valid,,True,local assemble; create/full-update gate
202426108035,长裤,小红书标题,copywriting,【商场同款】巴拉巴拉童装女童牛仔裤儿童加绒裤子2026冬装直筒裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商品简称,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商品特色,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,净重（g）,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,毛重（g）,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,保质期（天）,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,小红书商品描述,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商品详情,copywriting,底抓毛保暖舒适，直筒裤型穿搭有型,valid,,True,local assemble; create/full-update gate
202426108035,长裤,快手标题,copywriting,【商场同款】巴拉巴拉童装女童牛仔裤儿童加绒裤子2026冬装直筒裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,小红书计量单位,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,件数,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,小红书发货时间,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,相对发货时间,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426108035,长裤,固定发货时间,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426108035,长裤,唯品会款号,mdm,202426108035,valid,,True,local assemble; create/full-update gate
202426108035,长裤,好衣库标题,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,好衣库重量,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,爱库存标题,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会标题,copywriting,巴拉巴拉童装女童牛仔裤儿童加绒裤子2026冬装保暖直筒裤百搭,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商品展示标题,derived,巴拉巴拉女中童长裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会副标题,copywriting,底抓毛保暖舒适,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东商品标语,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,标语加链接的文字,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,标语链接地址,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东标题,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东市场价,mdm,359.9,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会核心描述,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会市场价,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,无线短标题,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,拼多多标题,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,详情页标题,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商品短标题,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,宝贝卖点,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,天猫商品卖点,copywriting,底抓毛保暖舒适，直筒裤型穿搭有型,valid,,True,local assemble; create/full-update gate
202426108035,长裤,天猫推荐理由,copywriting,底抓毛保暖舒适,valid,,True,local assemble; create/full-update gate
202426108035,长裤,奥莱店折扣价,mdm,359.9,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商品描述,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,商品市场价,mdm,359.9,valid,,True,local assemble; create/full-update gate
202426108035,长裤,微信视频小店标题,copywriting,【商场同款】巴拉巴拉童装女童牛仔裤儿童加绒裤子2026冬装直筒裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,微信视频小店副标题,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,微信视频小店商品编码,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,发货方式,derived,快递发货,valid,,True,local assemble; create/full-update gate
202426108035,长裤,淘宝货号,mdm,202426108035,valid,,True,local assemble; create/full-update gate
202426108035,长裤,天猫货号,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音标题,copywriting,【商场同款】巴拉巴拉童装女童牛仔裤儿童加绒裤子2026冬装直筒裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,导购短标题,copywriting,巴拉巴拉女童牛仔裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音小时达标题,copywriting,巴拉巴拉童装女童牛仔裤儿童裤子,valid,,True,local assemble; create/full-update gate
202426108035,长裤,爱库存全网最低价链接,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,单位,derived,件,valid,,True,local assemble; create/full-update gate
202426108035,长裤,爱库存款号,mdm,202426108035,valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音商品重量,derived,1,valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音商家推荐语,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音参考价,mdm,359.9,valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音参考价格类型,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,单用户累计限购(件),derived,5,valid,,True,local assemble; create/full-update gate
202426108035,长裤,每次限购(件),derived,5,valid,,True,local assemble; create/full-update gate
202426108035,长裤,售后服务承诺,derived,不设置,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商家编码,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,商家条形码,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,淘宝导购标题,manual,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,天猫导购标题,manual,"[{""200001,品牌"":"""",""232612,裤长"":"""",""205513,面料"":"""",""1222762104,裤子分类"":"""",""1000240545,亮点"":"""",""2165044216,品类词"":"""",""interest7,利益点"":""巴拉巴拉童装女童牛仔裤儿童裤子""}]",valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否新品,derived,是,valid,,True,local assemble; create/full-update gate
202426108035,长裤,拼多多货源地,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,快手商品卖点,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,有赞商品卖点,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,划线价,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,唯品会温馨提示,derived,手工测量难免存在误差，常规款袖长肩点到袖口，插肩袖(无明确肩点)款后领中量至袖口,valid,,True,local assemble; create/full-update gate
202426108035,长裤,尺寸推荐表,derived,禁用,valid,,True,local assemble; create/full-update gate
202426108035,长裤,尺码推荐表兼容平台,derived,1688;天猫;京东;唯品会;有赞;拼多多;小红书;抖音;快手;微信视频小店,valid,,True,local assemble; create/full-update gate
202426108035,长裤,试穿报告表,derived,禁用,valid,,True,local assemble; create/full-update gate
202426108035,长裤,试穿报告表兼容平台,derived,1688;天猫;京东;唯品会;有赞;拼多多;小红书;抖音;快手;微信视频小店,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东规格子属性,manual,"165
170
160
150
140
175",valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东自营子属性,manual,"165
170
160
150
140
175",valid,,True,local assemble; create/full-update gate
202426108035,长裤,详情页面料,copywriting,"面料：42.3%聚酯纤维 40.6%棉 15.9%莱赛尔 1.2%氨纶
脚口面料：100%聚酯纤维
(配料除外)",valid,,True,local assemble; create/full-update gate
202426108035,长裤,报价方式,derived,按产品数量报价,valid,,True,local assemble; create/full-update gate
202426108035,长裤,价格区间,derived,"1,359.9",valid,,True,local assemble; create/full-update gate
202426108035,长裤,件重尺,derived,按规格设置,valid,,True,local assemble; create/full-update gate
202426108035,长裤,1688供货方式,derived,现货,valid,,True,local assemble; create/full-update gate
202426108035,长裤,型号,mdm,202426108035,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模特实拍,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,销售渠道类型(单选),skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否商场同款,derived,,skipped,optional_source_value_not_in_current_template_options,True,local assemble; create/full-update gate
202426108035,长裤,京东材质成分,copywriting,"涤纶(聚酯纤维),42.3;棉,40.6;莱赛尔,15.9;氨纶(聚氨酯弹性纤维),1.2",valid,,True,local assemble; create/full-update gate
202426108035,长裤,抖音面料材质,copywriting,"聚酯纤维,42.3;棉,40.6;莱赛尔,15.9;氨纶,1.2",valid,,True,local assemble; create/full-update gate
202426108035,长裤,面料,copywriting,混纺,valid,,True,local assemble; create/full-update gate
202426108035,长裤,面料(多选),copywriting,聚酯纤维;天丝;氨纶,valid,,True,local assemble; create/full-update gate
202426108035,长裤,成分及含量,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,材质,copywriting,其它,valid,,True,local assemble; create/full-update gate
202426108035,长裤,主面料成分含量,copywriting,"面料：42.3%聚酯纤维 40.6%棉 15.9%莱赛尔 1.2%氨纶
脚口面料：100%聚酯纤维
(配料除外)",valid,,True,local assemble; create/full-update gate
202426108035,长裤,材质(多选),copywriting,聚酯纤维;棉;莱赛尔;氨纶,valid,,True,local assemble; create/full-update gate
202426108035,长裤,里料,copywriting,涤棉平纹布(黑色/白色),valid,,True,local assemble; create/full-update gate
202426108035,长裤,安全等级,skip,,missing,,True,local assemble; create/full-update gate
202426108035,长裤,上市时间,launch_plan,2026年冬季,valid,,True,local assemble; create/full-update gate
202426108035,长裤,弹力,copywriting,微弹,valid,,True,local assemble; create/full-update gate
202426108035,长裤,选购热点,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用性别,launch_plan,女,valid,,True,local assemble; create/full-update gate
202426108035,长裤,成分含量,copywriting,41%(含)-60%(含),valid,,True,local assemble; create/full-update gate
202426108035,长裤,面料俗称,copywriting,涤纶,valid,,True,local assemble; create/full-update gate
202426108035,长裤,填充物,copywriting,无填充物,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否可开档,derived,不开裆,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否开裆,derived,否,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用人群(多选),launch_plan,青少年;小童;小学生;儿童;中学生;中大童,valid,,True,local assemble; create/full-update gate
202426108035,长裤,腰型,derived,自然腰,valid,,True,local assemble; create/full-update gate
202426108035,长裤,裤门襟,derived,松紧,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否申请新品,derived,是,valid,,True,local assemble; create/full-update gate
202426108035,长裤,专柜价,derived,10000,valid,,True,local assemble; create/full-update gate
202426108035,长裤,款式,derived,牛仔裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东商品重量,derived,1,valid,,True,local assemble; create/full-update gate
202426108035,长裤,[包装]长,derived,100,valid,,True,local assemble; create/full-update gate
202426108035,长裤,[包装]宽,derived,100,valid,,True,local assemble; create/full-update gate
202426108035,长裤,[包装]高,derived,100,valid,,True,local assemble; create/full-update gate
202426108035,长裤,平车针距12~14针/3cm,derived,否,valid,,True,local assemble; create/full-update gate
202426108035,长裤,AQL抽检标准,derived,无,valid,,True,local assemble; create/full-update gate
202426108035,长裤,面料工艺,derived,涂层,valid,,True,local assemble; create/full-update gate
202426108035,长裤,风格,derived,休闲,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品【包装】长,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,唯品【包装】宽,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,唯品【包装】高,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,唯品重量,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,图案,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用年龄,launch_plan,中大童(8岁以上，140cm以上),valid,,True,local assemble; create/full-update gate
202426108035,长裤,服装版型,copywriting,合体,valid,,True,local assemble; create/full-update gate
202426108035,长裤,风格(多选),derived,休闲,valid,,True,local assemble; create/full-update gate
202426108035,长裤,款式(多选),derived,直筒裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,款式(单选),derived,牛仔裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,流行元素(多选),skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否有腰带,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,厚薄,copywriting,偏厚,valid,,True,local assemble; create/full-update gate
202426108035,长裤,里料材质(多选),copywriting,,skipped,optional_source_value_not_in_current_template_options,True,local assemble; create/full-update gate
202426108035,长裤,上市时间(文本),launch_plan,2026年冬季,valid,,True,local assemble; create/full-update gate
202426108035,长裤,图案(多选),skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,裤长,derived,长裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,成分含量(文本),copywriting,42.3%,valid,,True,local assemble; create/full-update gate
202426108035,长裤,类型,launch_plan,牛仔裤,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模板厚度,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模板柔软度,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模板弹力,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模板透气度,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模板长度,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,模板版型,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,洗涤,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会产地,derived,中国大陆,valid,,True,local assemble; create/full-update gate
202426108035,长裤,裤长(多选),skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,介绍,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用年龄(多选),launch_plan,新生-8岁;9岁-12岁;9岁;9周岁（含）-12周岁（不含）;9-25周岁;9-12岁;9-10周岁;8岁（含）—14岁（不含）;8岁;8-9周岁;7岁-10岁;7-9周岁;7-8周岁;7-14周岁;7-12岁;6岁（含）—8岁（不含）;6岁-9岁;6岁-12岁;6周岁（含）-9周岁（不含）;6-9岁;6-18周岁;6-12岁;6-12周岁;4-12周岁;3-80周岁;3-12岁;3-12周岁;17周岁以下;15-19周岁;14岁以下;14岁;13岁;13-19周岁;12岁;12周岁（含)-14周岁（不含);12-18岁;12-13周岁;11岁-14岁;11岁;11-12周岁;10岁;10-11周岁;1-10周岁;0-16周岁;0-12周岁,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用季节(多选),launch_plan,冬季,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用性别(多选),launch_plan,女,valid,,True,local assemble; create/full-update gate
202426108035,长裤,适用季节,launch_plan,冬季,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否可定制,derived,不可定制,valid,,True,local assemble; create/full-update gate
202426108035,长裤,生产/经销厂家,derived,浙江森马服饰股份有限公司,valid,,True,local assemble; create/full-update gate
202426108035,长裤,厂家地址,derived,温州市瓯海区娄桥工业园南汇路98号,valid,,True,local assemble; create/full-update gate
202426108035,长裤,执行标准,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,货源类别,derived,现货,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否库存,derived,否,valid,,True,local assemble; create/full-update gate
202426108035,长裤,是否跨境出口专供货源,derived,否,valid,,True,local assemble; create/full-update gate
202426108035,长裤,主要销售地区,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426108035,长裤,有可授权的自有品牌,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426108035,长裤,主要下游平台,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426108035,长裤,详细材质信息(VIP),copywriting,"成分
面料:42.3%聚酯纤维 40.6%棉 15.9%莱赛尔 1.2%氨纶
脚口面料:100%聚酯纤维
(配料除外)",valid,,True,local assemble; create/full-update gate
202426108035,长裤,体积,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,原产国(AKC),derived,中国,valid,,True,local assemble; create/full-update gate
202426108035,长裤,洗涤说明,derived,请根据产品面料特性进行清洗养护，具体方法可参考产品水洗唛/标签,valid,,True,local assemble; create/full-update gate
202426108035,长裤,尺码类型,derived,身型,valid,,True,local assemble; create/full-update gate
202426108035,长裤,吊牌价,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426108035,长裤,品牌,mdm,巴拉巴拉,valid,,True,local assemble; create/full-update gate
202426108035,长裤,品牌(单选),mdm,balabala/巴拉巴拉,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会洗涤说明,derived,请根据产品面料特性进行清洗养护，具体方法可参考产品水洗唛/标签,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会配件信息,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,唯品会售后信息,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东产地,derived,中国大陆,valid,,True,local assemble; create/full-update gate
202426108035,长裤,京东自营商品重量,skip,,valid,,True,local assemble; create/full-update gate
202426108035,长裤,童装产地,derived,,skipped,optional_source_value_not_in_current_template_options,True,local assemble; create/full-update gate
